time	V(control)	V(n001)	I(R1)
1.500000218098557e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500000344677744e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500000597836119e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500000850191075e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500001082684086e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500001305863590e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500001545667004e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500001769190932e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500001835081254e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001851978442e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001855094522e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001856035268e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001856312004e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001856526963e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001856753978e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001857054768e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001857342204e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001857753282e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001858235758e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001859050583e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001860375709e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001863025961e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500001868326466e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500002023325627e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500002188658066e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500002430860121e+00	0.000000e+00	-1.499987e+01	1.499987e-02
1.500002539816632e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500002662231875e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500002779802228e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500002904216380e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500003048770733e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500003223345798e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500003572495929e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500004270796191e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500005244286067e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500007191265818e+00	0.000000e+00	-1.499986e+01	1.499986e-02
1.500011085225319e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.000000000000000e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.000000001000000e+00	5.000000e+00	-1.499969e+01	1.499969e-02
2.000000001108885e+00	5.000000e+00	-1.499969e+01	1.499969e-02
2.000000001254064e+00	5.000000e+00	-1.499969e+01	1.499970e-02
2.000000001753494e+00	5.000000e+00	-1.499970e+01	1.499970e-02
2.000000002093940e+00	5.000000e+00	-1.499970e+01	1.499970e-02
2.000000002589528e+00	5.000000e+00	-1.499970e+01	1.499970e-02
2.000000003159886e+00	5.000000e+00	-1.499970e+01	1.499970e-02
2.000000004068208e+00	5.000000e+00	-1.499971e+01	1.499971e-02
2.000000005433823e+00	5.000000e+00	-1.499971e+01	1.499971e-02
2.000000008165053e+00	5.000000e+00	-1.499973e+01	1.499973e-02
2.000000013627512e+00	5.000000e+00	-1.499975e+01	1.499975e-02
2.000000022115414e+00	5.000000e+00	-1.499978e+01	1.499978e-02
2.000000038281184e+00	5.000000e+00	-1.499982e+01	1.499982e-02
2.000000054712100e+00	5.000000e+00	-1.499985e+01	1.499985e-02
2.000000070156677e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000087540401e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000106312853e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000130828420e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000162237417e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000210354012e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000289445560e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000447628657e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000000682347003e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000001078704803e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000001477289417e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000002014148107e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000002574695379e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000004676862217e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000006779029055e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000008881195892e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000010983362730e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000013085529568e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000015187696406e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.000017289863244e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.500000001000000e+00	5.000000e+00	-1.499986e+01	1.499986e-02
2.500000002000000e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500000018000001e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500000020692184e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500000025234757e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000034319902e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000052490192e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000088830773e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000141718978e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000218098555e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000344677752e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000597836145e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500000850191104e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500001082684113e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500001305863616e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500001545667029e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500001769190956e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500001835081274e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001851978463e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001855094542e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001856035289e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001856312024e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001856526984e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001856753999e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001857054789e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001857342225e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001857753303e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001858235779e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001859050604e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001860375731e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001863025985e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500001868326493e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500002023325782e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500002188658356e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500002430859400e+00	0.000000e+00	-1.499987e+01	1.499987e-02
2.500002539815855e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500002662230693e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500002779800729e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500002904214653e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500003048768725e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500003223343206e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500003572492169e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500004270790095e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500005244273765e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500007191241105e+00	0.000000e+00	-1.499986e+01	1.499986e-02
2.500011085175785e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.000000000000000e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.000000001000000e+00	5.000000e+00	-1.499969e+01	1.499969e-02
3.000000001108885e+00	5.000000e+00	-1.499969e+01	1.499969e-02
3.000000001254064e+00	5.000000e+00	-1.499969e+01	1.499970e-02
3.000000001753494e+00	5.000000e+00	-1.499970e+01	1.499970e-02
3.000000002093940e+00	5.000000e+00	-1.499970e+01	1.499970e-02
3.000000002589528e+00	5.000000e+00	-1.499970e+01	1.499970e-02
3.000000003159886e+00	5.000000e+00	-1.499970e+01	1.499970e-02
3.000000004068208e+00	5.000000e+00	-1.499971e+01	1.499971e-02
3.000000005433823e+00	5.000000e+00	-1.499971e+01	1.499971e-02
3.000000008165053e+00	5.000000e+00	-1.499973e+01	1.499973e-02
3.000000013627512e+00	5.000000e+00	-1.499975e+01	1.499975e-02
3.000000022115413e+00	5.000000e+00	-1.499978e+01	1.499978e-02
3.000000038281183e+00	5.000000e+00	-1.499982e+01	1.499982e-02
3.000000054712099e+00	5.000000e+00	-1.499985e+01	1.499985e-02
3.000000070156676e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000087540399e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000106312852e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000130828419e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000162237415e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000210354010e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000289445556e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000447628647e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000000682346990e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000001078704787e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000001477289399e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000002014148086e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000002574695353e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000004676862154e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000006779028955e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000008881195756e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000010983362556e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000013085529357e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000015187696158e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.000017289862959e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.500000001000000e+00	5.000000e+00	-1.499986e+01	1.499986e-02
3.500000002000000e+00	0.000000e+00	-1.499987e+01	1.499987e-02
3.500000018000001e+00	0.000000e+00	-1.499987e+01	1.499987e-02
3.500000020692184e+00	0.000000e+00	-1.499987e+01	1.499987e-02
3.500000025234757e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.500000034319902e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.500000052490192e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.500000088830773e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.500000141718973e+00	0.000000e+00	-1.499986e+01	1.499986e-02
3.500000218098557e+00	0.000000e+00	-1.499986e+01	1.499986e-02
