time	I(R4)	I(R5)	I(R7)	Ib(Q2)	Ib(Q4)	Ie(Q2)	Ie(Q3)	Ie(Q4)
9.209704509703442e-01	7.826575e-04	-5.890336e-04	-1.025520e-03	-1.425428e-04	3.881153e-06	2.368190e-06	-7.787764e-04	-8.892261e-04
9.229235759703442e-01	7.849970e-04	-5.866967e-04	-1.027630e-03	-1.419983e-04	3.892773e-06	2.356586e-06	-7.811043e-04	-8.918812e-04
9.248767009703442e-01	7.858444e-04	-5.858504e-04	-1.028395e-03	-1.418010e-04	3.896981e-06	2.352388e-06	-7.819474e-04	-8.928429e-04
9.268298259703442e-01	7.851868e-04	-5.865072e-04	-1.027801e-03	-1.419542e-04	3.893713e-06	2.355648e-06	-7.812931e-04	-8.920967e-04
9.287829509703442e-01	7.830343e-04	-5.886573e-04	-1.025860e-03	-1.424553e-04	3.883019e-06	2.366326e-06	-7.791512e-04	-8.896536e-04
9.307360759703442e-01	7.794191e-04	-5.922685e-04	-1.022598e-03	-1.432967e-04	3.865059e-06	2.384290e-06	-7.755540e-04	-8.855506e-04
9.326892009703442e-01	7.743958e-04	-5.972864e-04	-1.018065e-03	-1.444652e-04	3.840105e-06	2.409314e-06	-7.705557e-04	-8.798494e-04
9.346423259703442e-01	7.680401e-04	-6.036359e-04	-1.012329e-03	-1.459427e-04	3.808534e-06	2.441084e-06	-7.642315e-04	-8.726359e-04
9.365954509703442e-01	7.604476e-04	-6.112214e-04	-1.005475e-03	-1.477063e-04	3.770821e-06	2.479193e-06	-7.566768e-04	-8.640185e-04
9.385485759703442e-01	7.517328e-04	-6.199290e-04	-9.976052e-04	-1.497287e-04	3.727535e-06	2.523145e-06	-7.480053e-04	-8.541272e-04
9.405017009703442e-01	7.420270e-04	-6.296280e-04	-9.888377e-04	-1.519788e-04	3.679328e-06	2.572361e-06	-7.383476e-04	-8.431106e-04
9.424548259703442e-01	7.314760e-04	-6.401725e-04	-9.793036e-04	-1.544221e-04	3.626926e-06	2.626176e-06	-7.278491e-04	-8.311346e-04
9.444079509703442e-01	7.202390e-04	-6.514041e-04	-9.691456e-04	-1.570211e-04	3.571120e-06	2.683849e-06	-7.166678e-04	-8.183794e-04
9.463610759703442e-01	7.084848e-04	-6.631541e-04	-9.585159e-04	-1.597362e-04	3.512748e-06	2.744570e-06	-7.049720e-04	-8.050369e-04
9.483142009703442e-01	6.963905e-04	-6.752457e-04	-9.475740e-04	-1.625262e-04	3.452691e-06	2.807468e-06	-6.929378e-04	-7.913079e-04
9.512438884703442e-01	6.780099e-04	-6.936252e-04	-9.309361e-04	-1.667592e-04	3.361425e-06	2.903866e-06	-6.746485e-04	-7.704422e-04
9.531970134703442e-01	6.658656e-04	-7.057709e-04	-9.199374e-04	-1.695512e-04	3.301128e-06	2.968091e-06	-6.625645e-04	-7.566554e-04
9.551501384703442e-01	6.540222e-04	-7.176172e-04	-9.092068e-04	-1.722705e-04	3.242328e-06	3.031130e-06	-6.507798e-04	-7.432097e-04
9.571032634703442e-01	6.426576e-04	-7.289859e-04	-8.989060e-04	-1.748764e-04	3.185909e-06	3.091994e-06	-6.394717e-04	-7.303075e-04
9.590563884703442e-01	6.319429e-04	-7.397059e-04	-8.891905e-04	-1.773304e-04	3.132719e-06	3.149714e-06	-6.288102e-04	-7.181425e-04
9.610095134703442e-01	6.220390e-04	-7.496158e-04	-8.802070e-04	-1.795962e-04	3.083556e-06	3.203353e-06	-6.189554e-04	-7.068978e-04
9.629626384703442e-01	6.130946e-04	-7.585665e-04	-8.720914e-04	-1.816402e-04	3.039158e-06	3.252032e-06	-6.100555e-04	-6.967423e-04
9.649157634703442e-01	6.052443e-04	-7.664232e-04	-8.649664e-04	-1.834326e-04	3.000193e-06	3.294942e-06	-6.022441e-04	-6.878289e-04
9.668688884703442e-01	5.986059e-04	-7.730675e-04	-8.589398e-04	-1.849471e-04	2.967245e-06	3.331361e-06	-5.956386e-04	-6.802913e-04
9.688220134703442e-01	5.932791e-04	-7.783995e-04	-8.541030e-04	-1.861616e-04	2.940807e-06	3.360673e-06	-5.903383e-04	-6.742429e-04
9.707751384703442e-01	5.893440e-04	-7.823386e-04	-8.505293e-04	-1.870583e-04	2.921278e-06	3.382377e-06	-5.864227e-04	-6.697747e-04
9.727282634703442e-01	5.868595e-04	-7.848256e-04	-8.482728e-04	-1.876242e-04	2.908949e-06	3.396101e-06	-5.839506e-04	-6.669536e-04
9.746813884703442e-01	5.858631e-04	-7.858231e-04	-8.473677e-04	-1.878511e-04	2.904005e-06	3.401610e-06	-5.829592e-04	-6.658222e-04
9.766345134703442e-01	5.863698e-04	-7.853159e-04	-8.478278e-04	-1.877357e-04	2.906521e-06	3.398807e-06	-5.834632e-04	-6.663974e-04
9.785876384703442e-01	5.883717e-04	-7.833118e-04	-8.496461e-04	-1.872796e-04	2.916459e-06	3.387741e-06	-5.854553e-04	-6.686706e-04
9.805407634703442e-01	5.918390e-04	-7.798410e-04	-8.527950e-04	-1.864896e-04	2.933670e-06	3.368604e-06	-5.889053e-04	-6.726077e-04
9.824938884703442e-01	5.967196e-04	-7.749557e-04	-8.572268e-04	-1.853770e-04	2.957895e-06	3.341722e-06	-5.937616e-04	-6.781494e-04
9.844470134703442e-01	6.029400e-04	-7.687295e-04	-8.628743e-04	-1.839581e-04	2.988772e-06	3.307557e-06	-5.999513e-04	-6.852125e-04
9.864001384703442e-01	6.104071e-04	-7.612562e-04	-8.696519e-04	-1.822536e-04	3.025837e-06	3.266689e-06	-6.073812e-04	-6.936908e-04
9.883532634703442e-01	6.190085e-04	-7.526484e-04	-8.774571e-04	-1.802885e-04	3.068533e-06	3.219805e-06	-6.159400e-04	-7.034570e-04
9.903063884703442e-01	6.286150e-04	-7.430356e-04	-8.861717e-04	-1.780915e-04	3.116221e-06	3.167688e-06	-6.254988e-04	-7.143641e-04
9.922595134703442e-01	6.390824e-04	-7.325627e-04	-8.956640e-04	-1.756951e-04	3.168184e-06	3.111198e-06	-6.359142e-04	-7.262483e-04
9.942126384703442e-01	6.502533e-04	-7.213873e-04	-9.057905e-04	-1.731345e-04	3.223642e-06	3.051253e-06	-6.470297e-04	-7.389309e-04
9.961657634703442e-01	6.619598e-04	-7.096775e-04	-9.163984e-04	-1.704478e-04	3.281761e-06	2.988814e-06	-6.586780e-04	-7.522212e-04
9.981188884703442e-01	6.740258e-04	-6.976096e-04	-9.273277e-04	-1.676749e-04	3.341669e-06	2.924866e-06	-6.706842e-04	-7.659193e-04
1.000000000000000e+00	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
