time	I(R4)	I(R5)	I(R7)	Ib(Q2)	Ib(Q4)	Ie(Q2)	Ie(Q3)	Ie(Q4)
0.000000000000000e+00	6.858176e-04	-6.858176e-04	-9.380045e-04	-1.649618e-04	3.400204e-06	2.862788e-06	-6.824174e-04	-7.793056e-04
4.288144243348923e-04	6.885155e-04	-6.831198e-04	-9.404464e-04	-1.643403e-04	3.413608e-06	2.848631e-06	-6.851018e-04	-7.823683e-04
8.576288486697847e-04	6.912069e-04	-6.804285e-04	-9.428823e-04	-1.637202e-04	3.426978e-06	2.834531e-06	-6.877799e-04	-7.854236e-04
1.286443273004677e-03	6.938919e-04	-6.777438e-04	-9.453121e-04	-1.631014e-04	3.440314e-06	2.820486e-06	-6.904516e-04	-7.884716e-04
1.715257697339569e-03	6.965705e-04	-6.750657e-04	-9.477360e-04	-1.624839e-04	3.453617e-06	2.806498e-06	-6.931168e-04	-7.915123e-04
2.144072121674462e-03	6.992426e-04	-6.723940e-04	-9.501539e-04	-1.618678e-04	3.466885e-06	2.792567e-06	-6.957757e-04	-7.945456e-04
2.572886546009354e-03	7.019083e-04	-6.697289e-04	-9.525658e-04	-1.612531e-04	3.480120e-06	2.778691e-06	-6.984282e-04	-7.975716e-04
3.001700970344245e-03	7.045675e-04	-6.670703e-04	-9.549717e-04	-1.606397e-04	3.493320e-06	2.764872e-06	-7.010742e-04	-8.005903e-04
4.954825970344245e-03	7.164524e-04	-6.551892e-04	-9.657211e-04	-1.578956e-04	3.552339e-06	2.703342e-06	-7.129001e-04	-8.140812e-04
6.907950970344245e-03	7.278772e-04	-6.437694e-04	-9.760502e-04	-1.552543e-04	3.609075e-06	2.644583e-06	-7.242681e-04	-8.270496e-04
8.861075970344245e-03	7.386700e-04	-6.329827e-04	-9.858041e-04	-1.527560e-04	3.662675e-06	2.589426e-06	-7.350073e-04	-8.393002e-04
1.081420097034425e-02	7.486683e-04	-6.229912e-04	-9.948368e-04	-1.504389e-04	3.712332e-06	2.538634e-06	-7.449560e-04	-8.506488e-04
1.276732597034425e-02	7.577217e-04	-6.139450e-04	-1.003013e-03	-1.483386e-04	3.757297e-06	2.492899e-06	-7.539644e-04	-8.609245e-04
1.472045097034425e-02	7.656937e-04	-6.059800e-04	-1.010210e-03	-1.464875e-04	3.796893e-06	2.452827e-06	-7.618968e-04	-8.699727e-04
1.667357597034425e-02	7.724644e-04	-5.992159e-04	-1.016322e-03	-1.449140e-04	3.830523e-06	2.418943e-06	-7.686339e-04	-8.776573e-04
1.862670097034425e-02	7.779317e-04	-5.937542e-04	-1.021256e-03	-1.436425e-04	3.857679e-06	2.391681e-06	-7.740740e-04	-8.838625e-04
2.057982597034425e-02	7.820133e-04	-5.896771e-04	-1.024938e-03	-1.426928e-04	3.877953e-06	2.371388e-06	-7.781353e-04	-8.884949e-04
2.253295097034425e-02	7.846477e-04	-5.870457e-04	-1.027315e-03	-1.420796e-04	3.891038e-06	2.358317e-06	-7.807566e-04	-8.914848e-04
2.448607597034425e-02	7.857952e-04	-5.858995e-04	-1.028350e-03	-1.418125e-04	3.896737e-06	2.352631e-06	-7.818985e-04	-8.927871e-04
2.643920097034425e-02	7.854386e-04	-5.862557e-04	-1.028029e-03	-1.418955e-04	3.894963e-06	2.354400e-06	-7.815436e-04	-8.923823e-04
2.839232597034425e-02	7.835831e-04	-5.881091e-04	-1.026355e-03	-1.423275e-04	3.885745e-06	2.363602e-06	-7.796974e-04	-8.902766e-04
3.034545097034425e-02	7.802568e-04	-5.914316e-04	-1.023354e-03	-1.431017e-04	3.869221e-06	2.380124e-06	-7.763876e-04	-8.865014e-04
3.229857597034425e-02	7.755097e-04	-5.961736e-04	-1.019070e-03	-1.442061e-04	3.845639e-06	2.403758e-06	-7.716641e-04	-8.811137e-04
3.425170097034425e-02	7.694135e-04	-6.022637e-04	-1.013569e-03	-1.456235e-04	3.815356e-06	2.434208e-06	-7.655981e-04	-8.741947e-04
3.620482597034425e-02	7.620598e-04	-6.096106e-04	-1.006930e-03	-1.473319e-04	3.778829e-06	2.471086e-06	-7.582810e-04	-8.658484e-04
3.815795097034425e-02	7.535595e-04	-6.181037e-04	-9.992549e-04	-1.493049e-04	3.736608e-06	2.513914e-06	-7.498229e-04	-8.562005e-04
4.011107597034425e-02	7.440406e-04	-6.276157e-04	-9.906569e-04	-1.515122e-04	3.689329e-06	2.562127e-06	-7.403513e-04	-8.453962e-04
4.206420097034425e-02	7.336463e-04	-6.380033e-04	-9.812651e-04	-1.539198e-04	3.637705e-06	2.615079e-06	-7.300086e-04	-8.335981e-04
4.401732597034425e-02	7.225333e-04	-6.491108e-04	-9.712199e-04	-1.564907e-04	3.582514e-06	2.672043e-06	-7.189508e-04	-8.209837e-04
4.597045097034425e-02	7.108686e-04	-6.607710e-04	-9.606720e-04	-1.591859e-04	3.524586e-06	2.732223e-06	-7.073440e-04	-8.077429e-04
4.792357597034425e-02	6.988278e-04	-6.728087e-04	-9.497795e-04	-1.619643e-04	3.464794e-06	2.794758e-06	-6.953631e-04	-7.940748e-04
4.987670097034425e-02	6.865922e-04	-6.850429e-04	-9.387061e-04	-1.647838e-04	3.404038e-06	2.858734e-06	-6.831882e-04	-7.801851e-04
5.182982597034425e-02	6.743458e-04	-6.972895e-04	-9.276182e-04	-1.676020e-04	3.343232e-06	2.923199e-06	-6.710026e-04	-7.662827e-04
5.378295097034425e-02	6.622728e-04	-7.093644e-04	-9.166826e-04	-1.703765e-04	3.283290e-06	2.987172e-06	-6.589895e-04	-7.525766e-04
5.573607597034425e-02	6.505546e-04	-7.210859e-04	-9.060642e-04	-1.730660e-04	3.225113e-06	3.049662e-06	-6.473295e-04	-7.392730e-04
5.768920097034425e-02	6.393674e-04	-7.322775e-04	-8.959230e-04	-1.756303e-04	3.169575e-06	3.109684e-06	-6.361979e-04	-7.265720e-04
5.964232597034425e-02	6.288795e-04	-7.427710e-04	-8.864122e-04	-1.780315e-04	3.117512e-06	3.166275e-06	-6.257620e-04	-7.146645e-04
6.159545097034425e-02	6.192485e-04	-7.524082e-04	-8.776754e-04	-1.802341e-04	3.069704e-06	3.218516e-06	-6.161788e-04	-7.037295e-04
6.354857597034425e-02	6.106190e-04	-7.610442e-04	-8.698446e-04	-1.822056e-04	3.026870e-06	3.265546e-06	-6.075921e-04	-6.939314e-04
6.550170097034425e-02	6.031206e-04	-7.685488e-04	-8.630386e-04	-1.839172e-04	2.989652e-06	3.306579e-06	-6.001310e-04	-6.854176e-04
6.745482597034425e-02	5.968661e-04	-7.748090e-04	-8.573601e-04	-1.853438e-04	2.958610e-06	3.340926e-06	-5.939075e-04	-6.783158e-04
6.940795097034425e-02	5.919494e-04	-7.797306e-04	-8.528954e-04	-1.864646e-04	2.934208e-06	3.368002e-06	-5.890151e-04	-6.727330e-04
7.136107597034425e-02	5.884442e-04	-7.832393e-04	-8.497121e-04	-1.872633e-04	2.916812e-06	3.387345e-06	-5.855274e-04	-6.687529e-04
7.331420097034425e-02	5.864033e-04	-7.852824e-04	-8.478583e-04	-1.877281e-04	2.906685e-06	3.398624e-06	-5.834966e-04	-6.664355e-04
7.526732597034425e-02	5.858573e-04	-7.858290e-04	-8.473623e-04	-1.878524e-04	2.903976e-06	3.401642e-06	-5.829533e-04	-6.658155e-04
7.722045097034425e-02	5.868142e-04	-7.848710e-04	-8.482315e-04	-1.876344e-04	2.908728e-06	3.396349e-06	-5.839056e-04	-6.669022e-04
7.917357597034425e-02	5.892600e-04	-7.824227e-04	-8.504528e-04	-1.870773e-04	2.920868e-06	3.382835e-06	-5.863391e-04	-6.696793e-04
8.112670097034425e-02	5.931577e-04	-7.785210e-04	-8.539925e-04	-1.861890e-04	2.940215e-06	3.361334e-06	-5.902175e-04	-6.741050e-04
8.307982597034425e-02	5.984489e-04	-7.732247e-04	-8.587969e-04	-1.849826e-04	2.966479e-06	3.332213e-06	-5.954824e-04	-6.801130e-04
8.503295097034425e-02	6.050540e-04	-7.666137e-04	-8.647933e-04	-1.834757e-04	2.999265e-06	3.295971e-06	-6.020548e-04	-6.876128e-04
8.698607597034425e-02	6.128739e-04	-7.587874e-04	-8.718907e-04	-1.816902e-04	3.038082e-06	3.253221e-06	-6.098358e-04	-6.964917e-04
8.893920097034425e-02	6.217912e-04	-7.498637e-04	-8.799817e-04	-1.796523e-04	3.082347e-06	3.204682e-06	-6.187088e-04	-7.066164e-04
9.089232597034425e-02	6.316718e-04	-7.399771e-04	-8.889441e-04	-1.773920e-04	3.131395e-06	3.151160e-06	-6.285404e-04	-7.178347e-04
9.284545097034425e-02	6.423673e-04	-7.292764e-04	-8.986421e-04	-1.749424e-04	3.184491e-06	3.093534e-06	-6.391827e-04	-7.299777e-04
9.479857597034425e-02	6.537169e-04	-7.179225e-04	-9.089295e-04	-1.723399e-04	3.240837e-06	3.032739e-06	-6.504760e-04	-7.428631e-04
9.675170097034425e-02	6.655500e-04	-7.060865e-04	-9.196508e-04	-1.696231e-04	3.299586e-06	2.969743e-06	-6.622504e-04	-7.562971e-04
9.870482597034425e-02	6.776887e-04	-6.939464e-04	-9.306446e-04	-1.668324e-04	3.359855e-06	2.905536e-06	-6.743289e-04	-7.700776e-04
1.016345134703442e-01	6.960700e-04	-6.755661e-04	-9.472833e-04	-1.625995e-04	3.451125e-06	2.809116e-06	-6.926188e-04	-7.909441e-04
1.035876384703442e-01	7.081708e-04	-6.634680e-04	-9.582312e-04	-1.598081e-04	3.511213e-06	2.746174e-06	-7.046596e-04	-8.046805e-04
1.055407634703442e-01	7.199362e-04	-6.517068e-04	-9.688712e-04	-1.570905e-04	3.569639e-06	2.685385e-06	-7.163665e-04	-8.180357e-04
1.074938884703442e-01	7.311890e-04	-6.404594e-04	-9.790437e-04	-1.544880e-04	3.625522e-06	2.627622e-06	-7.275635e-04	-8.308088e-04
1.094470134703442e-01	7.417600e-04	-6.298947e-04	-9.885960e-04	-1.520402e-04	3.678022e-06	2.573697e-06	-7.380820e-04	-8.428076e-04
1.114001384703442e-01	7.514901e-04	-6.201716e-04	-9.973854e-04	-1.497845e-04	3.726346e-06	2.524353e-06	-7.477637e-04	-8.538516e-04
1.133532634703442e-01	7.602326e-04	-6.114362e-04	-1.005280e-03	-1.477558e-04	3.769768e-06	2.480257e-06	-7.564629e-04	-8.637744e-04
1.153063884703442e-01	7.678560e-04	-6.038197e-04	-1.012162e-03	-1.459850e-04	3.807633e-06	2.441990e-06	-7.640484e-04	-8.724270e-04
1.172595134703442e-01	7.742455e-04	-5.974365e-04	-1.017929e-03	-1.444998e-04	3.839370e-06	2.410051e-06	-7.704062e-04	-8.796789e-04
1.192126384703442e-01	7.793049e-04	-5.923826e-04	-1.022495e-03	-1.433230e-04	3.864500e-06	2.384848e-06	-7.754404e-04	-8.854210e-04
1.211657634703442e-01	7.829578e-04	-5.887336e-04	-1.025790e-03	-1.424729e-04	3.882644e-06	2.366699e-06	-7.790751e-04	-8.895668e-04
1.231188884703442e-01	7.851493e-04	-5.865446e-04	-1.027768e-03	-1.419628e-04	3.893529e-06	2.355831e-06	-7.812558e-04	-8.920541e-04
1.250720134703442e-01	7.858464e-04	-5.858484e-04	-1.028396e-03	-1.418006e-04	3.896990e-06	2.352378e-06	-7.819494e-04	-8.928452e-04
1.270251384703442e-01	7.850385e-04	-5.866553e-04	-1.027668e-03	-1.419887e-04	3.892976e-06	2.356384e-06	-7.811455e-04	-8.919283e-04
1.289782634703442e-01	7.827378e-04	-5.889534e-04	-1.025592e-03	-1.425243e-04	3.881546e-06	2.367798e-06	-7.788563e-04	-8.893172e-04
1.309313884703442e-01	7.789790e-04	-5.927081e-04	-1.022201e-03	-1.433991e-04	3.862873e-06	2.386479e-06	-7.751161e-04	-8.850512e-04
1.328845134703442e-01	7.738188e-04	-5.978629e-04	-1.017544e-03	-1.445994e-04	3.837239e-06	2.412194e-06	-7.699815e-04	-8.791945e-04
1.348376384703442e-01	7.673347e-04	-6.043405e-04	-1.011692e-03	-1.461066e-04	3.805030e-06	2.444617e-06	-7.635297e-04	-8.718353e-04
1.367907634703442e-01	7.596246e-04	-6.120437e-04	-1.004732e-03	-1.478973e-04	3.766733e-06	2.483334e-06	-7.558579e-04	-8.630844e-04
1.387438884703442e-01	7.508046e-04	-6.208565e-04	-9.967667e-04	-1.499440e-04	3.722924e-06	2.527840e-06	-7.470816e-04	-8.530735e-04
1.406970134703442e-01	7.410073e-04	-6.306469e-04	-9.879166e-04	-1.522151e-04	3.674264e-06	2.577547e-06	-7.373331e-04	-8.419533e-04
1.426501384703442e-01	7.303805e-04	-6.412675e-04	-9.783134e-04	-1.546757e-04	3.621485e-06	2.631782e-06	-7.267590e-04	-8.298911e-04
1.446032634703442e-01	7.190839e-04	-6.525587e-04	-9.681013e-04	-1.572881e-04	3.565384e-06	2.689798e-06	-7.155185e-04	-8.170683e-04
1.465563884703442e-01	7.072877e-04	-6.643509e-04	-9.574331e-04	-1.600126e-04	3.506804e-06	2.750777e-06	-7.037809e-04	-8.036781e-04
1.485095134703442e-01	6.951693e-04	-6.764667e-04	-9.464690e-04	-1.628077e-04	3.446627e-06	2.813842e-06	-6.917227e-04	-7.899217e-04
1.514392009703442e-01	6.767871e-04	-6.948480e-04	-9.298289e-04	-1.670405e-04	3.355353e-06	2.910314e-06	-6.734318e-04	-7.690541e-04
1.533923259703442e-01	6.646647e-04	-7.069719e-04	-9.188496e-04	-1.698271e-04	3.295166e-06	2.974464e-06	-6.613696e-04	-7.552921e-04
1.553454509703442e-01	6.528613e-04	-7.187784e-04	-9.081548e-04	-1.725368e-04	3.236565e-06	3.037330e-06	-6.496247e-04	-7.418918e-04
1.572985759703442e-01	6.415542e-04	-7.300898e-04	-8.979056e-04	-1.751293e-04	3.180431e-06	3.097924e-06	-6.383738e-04	-7.290547e-04
1.592517009703442e-01	6.309135e-04	-7.407359e-04	-8.882569e-04	-1.775660e-04	3.127608e-06	3.155276e-06	-6.277859e-04	-7.169737e-04
1.612048259703442e-01	6.210990e-04	-7.505564e-04	-8.793543e-04	-1.798111e-04	3.078890e-06	3.208458e-06	-6.180201e-04	-7.058306e-04
1.631579509703442e-01	6.122583e-04	-7.594036e-04	-8.713324e-04	-1.818312e-04	3.035007e-06	3.256595e-06	-6.092233e-04	-6.957927e-04
1.651110759703442e-01	6.045241e-04	-7.671440e-04	-8.643126e-04	-1.835970e-04	2.996619e-06	3.298887e-06	-6.015275e-04	-6.870112e-04
1.670642009703442e-01	5.980127e-04	-7.736613e-04	-8.584012e-04	-1.850824e-04	2.964301e-06	3.334621e-06	-5.950484e-04	-6.796177e-04
1.690173259703442e-01	5.928219e-04	-7.788572e-04	-8.536878e-04	-1.862658e-04	2.938538e-06	3.363192e-06	-5.898833e-04	-6.737237e-04
1.709704509703442e-01	5.890295e-04	-7.826534e-04	-8.502436e-04	-1.871299e-04	2.919717e-06	3.384113e-06	-5.861098e-04	-6.694176e-04
1.729235759703442e-01	5.866925e-04	-7.849928e-04	-8.481211e-04	-1.876622e-04	2.908120e-06	3.397025e-06	-5.837844e-04	-6.667640e-04
1.748767009703442e-01	5.858461e-04	-7.858402e-04	-8.473522e-04	-1.878550e-04	2.903921e-06	3.401704e-06	-5.829422e-04	-6.658029e-04
1.768298259703442e-01	5.865030e-04	-7.851826e-04	-8.479488e-04	-1.877053e-04	2.907183e-06	3.398070e-06	-5.835958e-04	-6.665487e-04
1.787829509703442e-01	5.886532e-04	-7.830301e-04	-8.499017e-04	-1.872155e-04	2.917856e-06	3.386186e-06	-5.857353e-04	-6.689903e-04
1.807360759703442e-01	5.922645e-04	-7.794151e-04	-8.531814e-04	-1.863926e-04	2.935782e-06	3.366257e-06	-5.893287e-04	-6.730908e-04
1.826892009703442e-01	5.972827e-04	-7.743920e-04	-8.577381e-04	-1.852486e-04	2.960690e-06	3.338625e-06	-5.943220e-04	-6.787888e-04
1.846423259703442e-01	6.036324e-04	-7.680366e-04	-8.635027e-04	-1.838001e-04	2.992208e-06	3.303762e-06	-6.006401e-04	-6.859986e-04
1.865954509703442e-01	6.112182e-04	-7.604444e-04	-8.703880e-04	-1.820684e-04	3.029863e-06	3.262259e-06	-6.081883e-04	-6.946118e-04
1.885485759703442e-01	6.199262e-04	-7.517301e-04	-8.782897e-04	-1.800787e-04	3.073089e-06	3.214815e-06	-6.168531e-04	-7.044989e-04
1.905017009703442e-01	6.296255e-04	-7.420246e-04	-8.870882e-04	-1.778603e-04	3.121237e-06	3.162221e-06	-6.265043e-04	-7.155114e-04
1.924548259703442e-01	6.401705e-04	-7.314741e-04	-8.966505e-04	-1.754458e-04	3.173586e-06	3.105343e-06	-6.369969e-04	-7.274837e-04
1.944079509703442e-01	6.514027e-04	-7.202374e-04	-9.068322e-04	-1.728708e-04	3.229348e-06	3.045105e-06	-6.481733e-04	-7.402358e-04
1.963610759703442e-01	6.631531e-04	-7.084838e-04	-9.174796e-04	-1.701737e-04	3.287686e-06	2.982471e-06	-6.598654e-04	-7.535760e-04
1.983142009703442e-01	6.752452e-04	-6.963901e-04	-9.284320e-04	-1.673945e-04	3.347723e-06	2.918427e-06	-6.718975e-04	-7.673036e-04
2.012438884703442e-01	6.936255e-04	-6.780102e-04	-9.450712e-04	-1.631629e-04	3.438987e-06	2.821883e-06	-6.901865e-04	-7.881692e-04
2.031970134703442e-01	7.057717e-04	-6.658665e-04	-9.560610e-04	-1.603618e-04	3.499300e-06	2.758619e-06	-7.022724e-04	-8.019572e-04
2.051501384703442e-01	7.176185e-04	-6.540235e-04	-9.667755e-04	-1.576261e-04	3.558129e-06	2.697328e-06	-7.140604e-04	-8.154049e-04
2.071032634703442e-01	7.289877e-04	-6.426595e-04	-9.770540e-04	-1.549974e-04	3.614590e-06	2.638892e-06	-7.253731e-04	-8.283101e-04
2.090563884703442e-01	7.397082e-04	-6.319452e-04	-9.867422e-04	-1.525155e-04	3.667831e-06	2.584138e-06	-7.360404e-04	-8.404786e-04
2.110095134703442e-01	7.496186e-04	-6.220416e-04	-9.956950e-04	-1.502186e-04	3.717051e-06	2.533823e-06	-7.459015e-04	-8.517273e-04
2.129626384703442e-01	7.585696e-04	-6.130977e-04	-1.003779e-03	-1.481418e-04	3.761509e-06	2.488627e-06	-7.548081e-04	-8.618870e-04
2.149157634703442e-01	7.664267e-04	-6.052477e-04	-1.010872e-03	-1.463172e-04	3.800534e-06	2.449152e-06	-7.626261e-04	-8.708047e-04
2.168688884703442e-01	7.730713e-04	-5.986096e-04	-1.016870e-03	-1.447728e-04	3.833537e-06	2.415912e-06	-7.692378e-04	-8.783461e-04
2.188220134703442e-01	7.784034e-04	-5.932830e-04	-1.021681e-03	-1.435327e-04	3.860022e-06	2.389333e-06	-7.745434e-04	-8.843978e-04
2.207751384703442e-01	7.823427e-04	-5.893481e-04	-1.025236e-03	-1.426161e-04	3.879589e-06	2.369753e-06	-7.784631e-04	-8.888688e-04
2.227282634703442e-01	7.848298e-04	-5.868638e-04	-1.027479e-03	-1.420372e-04	3.891942e-06	2.357414e-06	-7.809379e-04	-8.916915e-04
2.246813884703442e-01	7.858273e-04	-5.858674e-04	-1.028379e-03	-1.418050e-04	3.896896e-06	2.352472e-06	-7.819305e-04	-8.928236e-04
2.266345134703442e-01	7.853202e-04	-5.863740e-04	-1.027922e-03	-1.419231e-04	3.894375e-06	2.354987e-06	-7.814258e-04	-8.922480e-04
2.285876384703442e-01	7.833160e-04	-5.883758e-04	-1.026114e-03	-1.423897e-04	3.884418e-06	2.364928e-06	-7.794316e-04	-8.899734e-04
2.305407634703442e-01	7.798450e-04	-5.918430e-04	-1.022982e-03	-1.431976e-04	3.867175e-06	2.382171e-06	-7.759779e-04	-8.860340e-04
2.324938884703442e-01	7.749595e-04	-5.967233e-04	-1.018574e-03	-1.443341e-04	3.842906e-06	2.406502e-06	-7.711166e-04	-8.804892e-04
2.344470134703442e-01	7.687330e-04	-6.029435e-04	-1.012954e-03	-1.457816e-04	3.811976e-06	2.437614e-06	-7.649210e-04	-8.734224e-04
2.364001384703442e-01	7.612594e-04	-6.104103e-04	-1.006208e-03	-1.475178e-04	3.774853e-06	2.475110e-06	-7.574846e-04	-8.649399e-04
2.383532634703442e-01	7.526512e-04	-6.190113e-04	-9.984346e-04	-1.495157e-04	3.732096e-06	2.518503e-06	-7.489191e-04	-8.551696e-04
2.403063884703442e-01	7.430381e-04	-6.286175e-04	-9.897512e-04	-1.517445e-04	3.684350e-06	2.567221e-06	-7.393537e-04	-8.442582e-04
2.422595134703442e-01	7.325647e-04	-6.390844e-04	-9.802876e-04	-1.541701e-04	3.632333e-06	2.620608e-06	-7.289324e-04	-8.323703e-04
2.442126384703442e-01	7.213888e-04	-6.502548e-04	-9.701852e-04	-1.567553e-04	3.576830e-06	2.677931e-06	-7.178119e-04	-8.196846e-04
2.461657634703442e-01	7.096785e-04	-6.619607e-04	-9.595955e-04	-1.594607e-04	3.518676e-06	2.738385e-06	-7.061598e-04	-8.063919e-04
2.481188884703442e-01	6.976101e-04	-6.740263e-04	-9.486776e-04	-1.622451e-04	3.458747e-06	2.801106e-06	-6.941513e-04	-7.926924e-04
2.500720134703442e-01	6.853651e-04	-6.862700e-04	-9.375952e-04	-1.650664e-04	3.397945e-06	2.865175e-06	-6.819671e-04	-7.787920e-04
2.520251384703442e-01	6.731277e-04	-6.985078e-04	-9.265150e-04	-1.678821e-04	3.337184e-06	2.929635e-06	-6.697905e-04	-7.648998e-04
2.539782634703442e-01	6.610820e-04	-7.105554e-04	-9.156038e-04	-1.706500e-04	3.277378e-06	2.993504e-06	-6.578047e-04	-7.512248e-04
2.559313884703442e-01	6.494091e-04	-7.222317e-04	-9.050260e-04	-1.733287e-04	3.219426e-06	3.055791e-06	-6.461897e-04	-7.379726e-04
2.578845134703442e-01	6.382845e-04	-7.333610e-04	-8.949412e-04	-1.758784e-04	3.164199e-06	3.115513e-06	-6.351203e-04	-7.253425e-04
2.598376384703442e-01	6.278754e-04	-7.437757e-04	-8.855014e-04	-1.782613e-04	3.112527e-06	3.171710e-06	-6.247628e-04	-7.135244e-04
2.617907634703442e-01	6.183382e-04	-7.533191e-04	-8.768495e-04	-1.804421e-04	3.065186e-06	3.223467e-06	-6.152730e-04	-7.026960e-04
2.637438884703442e-01	6.098162e-04	-7.618475e-04	-8.691161e-04	-1.823889e-04	3.022886e-06	3.269931e-06	-6.067933e-04	-6.930200e-04
2.656970134703442e-01	6.024375e-04	-7.692325e-04	-8.624184e-04	-1.840731e-04	2.986262e-06	3.310325e-06	-5.994512e-04	-6.846419e-04
2.676501384703442e-01	5.963129e-04	-7.753628e-04	-8.568578e-04	-1.854700e-04	2.955864e-06	3.343969e-06	-5.933570e-04	-6.776876e-04
2.696032634703442e-01	5.915343e-04	-7.801460e-04	-8.525185e-04	-1.865592e-04	2.932148e-06	3.370291e-06	-5.886022e-04	-6.722617e-04
2.715563884703442e-01	5.881735e-04	-7.835102e-04	-8.494662e-04	-1.873249e-04	2.915469e-06	3.388841e-06	-5.852581e-04	-6.684456e-04
2.735095134703442e-01	5.862811e-04	-7.854047e-04	-8.477473e-04	-1.877559e-04	2.906078e-06	3.399299e-06	-5.833750e-04	-6.662967e-04
2.754626384703442e-01	5.858854e-04	-7.858009e-04	-8.473878e-04	-1.878460e-04	2.904116e-06	3.401487e-06	-5.829812e-04	-6.658474e-04
2.774157634703442e-01	5.869922e-04	-7.846928e-04	-8.483932e-04	-1.875939e-04	2.909612e-06	3.395365e-06	-5.840827e-04	-6.671043e-04
2.793688884703442e-01	5.895852e-04	-7.820971e-04	-8.507482e-04	-1.870032e-04	2.922483e-06	3.381040e-06	-5.866627e-04	-6.700486e-04
2.813220134703442e-01	5.936252e-04	-7.780530e-04	-8.544171e-04	-1.860824e-04	2.942536e-06	3.358757e-06	-5.906827e-04	-6.746359e-04
2.832751384703442e-01	5.990517e-04	-7.726213e-04	-8.593443e-04	-1.848451e-04	2.969471e-06	3.328900e-06	-5.960822e-04	-6.807975e-04
2.852282634703442e-01	6.057831e-04	-7.658839e-04	-8.654551e-04	-1.833093e-04	3.002884e-06	3.291978e-06	-6.027803e-04	-6.884407e-04
2.871813884703442e-01	6.137184e-04	-7.579423e-04	-8.726570e-04	-1.814973e-04	3.042273e-06	3.248615e-06	-6.106761e-04	-6.974505e-04
2.891345134703442e-01	6.227383e-04	-7.489161e-04	-8.808409e-04	-1.794358e-04	3.087048e-06	3.199540e-06	-6.196512e-04	-7.076917e-04
2.910876384703442e-01	6.327073e-04	-7.389411e-04	-8.898831e-04	-1.771549e-04	3.136536e-06	3.145567e-06	-6.295707e-04	-7.190102e-04
2.930407634703442e-01	6.434755e-04	-7.281676e-04	-8.996468e-04	-1.746884e-04	3.189993e-06	3.087581e-06	-6.402856e-04	-7.312360e-04
2.949938884703442e-01	6.548813e-04	-7.167577e-04	-9.099847e-04	-1.720727e-04	3.246618e-06	3.026522e-06	-6.516347e-04	-7.441851e-04
2.969470134703442e-01	6.667531e-04	-7.048832e-04	-9.207407e-04	-1.693467e-04	3.305559e-06	2.963360e-06	-6.634475e-04	-7.576629e-04
2.989001384703442e-01	6.789124e-04	-6.927227e-04	-9.317526e-04	-1.665509e-04	3.365931e-06	2.899087e-06	-6.755465e-04	-7.714667e-04
3.008532634703442e-01	6.911764e-04	-6.804591e-04	-9.428547e-04	-1.637272e-04	3.426826e-06	2.834691e-06	-6.877495e-04	-7.853889e-04
3.028063884703442e-01	7.033606e-04	-6.682769e-04	-9.538798e-04	-1.609181e-04	3.487327e-06	2.771143e-06	-6.998733e-04	-7.992202e-04
3.047595134703442e-01	7.152817e-04	-6.563594e-04	-9.646625e-04	-1.581660e-04	3.546525e-06	2.709385e-06	-7.117352e-04	-8.127523e-04
3.067126384703442e-01	7.267604e-04	-6.448856e-04	-9.750407e-04	-1.555126e-04	3.603529e-06	2.650310e-06	-7.231568e-04	-8.257819e-04
3.086657634703442e-01	7.376239e-04	-6.340282e-04	-9.848588e-04	-1.529983e-04	3.657480e-06	2.594757e-06	-7.339664e-04	-8.381128e-04
3.106188884703442e-01	7.477087e-04	-6.239502e-04	-9.939700e-04	-1.506614e-04	3.707566e-06	2.543497e-06	-7.440011e-04	-8.495596e-04
3.125720134703442e-01	7.568629e-04	-6.148031e-04	-1.002238e-03	-1.485380e-04	3.753032e-06	2.497227e-06	-7.531098e-04	-8.599498e-04
3.145251384703442e-01	7.649487e-04	-6.067243e-04	-1.009538e-03	-1.466605e-04	3.793193e-06	2.456564e-06	-7.611555e-04	-8.691272e-04
3.164782634703442e-01	7.718444e-04	-5.998352e-04	-1.015762e-03	-1.450581e-04	3.827443e-06	2.422039e-06	-7.680170e-04	-8.769537e-04
3.184313884703442e-01	7.774461e-04	-5.942393e-04	-1.020817e-03	-1.437554e-04	3.855267e-06	2.394099e-06	-7.735908e-04	-8.833114e-04
3.203845134703442e-01	7.816694e-04	-5.900206e-04	-1.024628e-03	-1.427728e-04	3.876245e-06	2.373096e-06	-7.777932e-04	-8.881046e-04
3.223376384703442e-01	7.844507e-04	-5.872425e-04	-1.027137e-03	-1.421254e-04	3.890059e-06	2.359294e-06	-7.805607e-04	-8.912612e-04
3.242907634703442e-01	7.857481e-04	-5.859466e-04	-1.028308e-03	-1.418234e-04	3.896503e-06	2.352865e-06	-7.818515e-04	-8.927336e-04
3.262438884703442e-01	7.855420e-04	-5.861525e-04	-1.028122e-03	-1.418715e-04	3.895477e-06	2.353888e-06	-7.816465e-04	-8.924997e-04
3.281970134703442e-01	7.838355e-04	-5.878570e-04	-1.026582e-03	-1.422688e-04	3.886999e-06	2.362350e-06	-7.799485e-04	-8.905630e-04
3.301501384703442e-01	7.806544e-04	-5.910345e-04	-1.023712e-03	-1.430092e-04	3.871196e-06	2.378147e-06	-7.767832e-04	-8.869526e-04
