time	V(5v)	V(mos_out)	V(n001)	V(n002)	V(n003)	I(R5)	I(R6)	I(R7)	I(R8)	I(R9)	I(V1)	Id(M2)	Ig(M2)	Is(M2)	Ix(U1:1)	Ix(U1:2)	Ix(U1:3)	Ix(U1:4)	Ix(U1:7)
2.047999942078604e-06	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.250720e-10	-3.498658e-14	1.251070e-10	2.600535e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.095999884157209e-06	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.239244e-10	1.690008e-14	1.239075e-10	-2.754834e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
8.191999768314417e-06	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.244324e-10	-1.515805e-14	1.244475e-10	1.857474e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.638399953662883e-05	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.239551e-10	2.170600e-14	1.239334e-10	-2.029944e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.276799907325767e-05	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.244095e-10	-2.261705e-14	1.244321e-10	2.168870e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
6.553599814651534e-05	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.239643e-10	2.263181e-14	1.239417e-10	-2.216800e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.310719962930307e-04	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249977e-10	-2.252636e-14	1.250202e-10	2.231175e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.621439925860614e-04	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245583e-10	2.250710e-14	1.245358e-10	-2.279023e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.242879851721227e-04	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.244048e-10	-2.221468e-14	1.244271e-10	2.334824e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.048575970344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245583e-10	2.200721e-14	1.245363e-10	-2.361942e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.025138470344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249969e-10	-2.197301e-14	1.250189e-10	2.272676e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.001700970344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245584e-10	2.192964e-14	1.245365e-10	-2.216883e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.978263470344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249968e-10	-2.188482e-14	1.250187e-10	2.293396e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.954825970344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245585e-10	2.183962e-14	1.245367e-10	-2.237612e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.931388470344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249967e-10	-2.179480e-14	1.250186e-10	2.189780e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
6.907950970344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245586e-10	2.174952e-14	1.245369e-10	-2.175446e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
7.884513470344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249967e-10	-2.170479e-14	1.250184e-10	2.210508e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
8.861075970344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245587e-10	2.165993e-14	1.245370e-10	-2.092554e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
9.837638470344245e-03	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249966e-10	-2.161677e-14	1.250182e-10	2.231243e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.081420097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245588e-10	2.157467e-14	1.245372e-10	-2.113285e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.179076347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249965e-10	-2.153224e-14	1.250180e-10	2.210526e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.276732597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245589e-10	2.149043e-14	1.245374e-10	-2.175459e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.374388847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249964e-10	-2.144923e-14	1.250178e-10	2.169080e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.472045097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245590e-10	2.140739e-14	1.245375e-10	-2.113297e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.569701347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249963e-10	-2.136401e-14	1.250177e-10	2.127639e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.667357597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245591e-10	2.132055e-14	1.245377e-10	-2.113305e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.765013847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249962e-10	-2.127773e-14	1.250175e-10	2.106923e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.862670097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245591e-10	2.123571e-14	1.245379e-10	-2.134031e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
1.960326347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249961e-10	-2.119399e-14	1.250173e-10	2.127648e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.057982597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245592e-10	2.115176e-14	1.245381e-10	-2.071862e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.155638847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249960e-10	-2.110920e-14	1.250171e-10	2.189823e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.253295097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245593e-10	2.106934e-14	1.245383e-10	-2.113315e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.350951347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249959e-10	-2.103100e-14	1.250170e-10	2.169111e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.448607597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245594e-10	2.099061e-14	1.245384e-10	-2.113326e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.546263847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249958e-10	-2.094862e-14	1.250168e-10	2.189841e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.643920097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245595e-10	2.090606e-14	1.245386e-10	-2.051155e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.741576347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249958e-10	-2.086615e-14	1.250166e-10	2.169117e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.839232597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245596e-10	2.082667e-14	1.245388e-10	-2.113334e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
2.936888847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249957e-10	-2.078457e-14	1.250165e-10	2.148399e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.034545097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245597e-10	2.074304e-14	1.245389e-10	-2.092619e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.132201347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249956e-10	-2.070377e-14	1.250163e-10	2.086234e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.229857597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245598e-10	2.066487e-14	1.245391e-10	-1.989003e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.327513847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249955e-10	-2.062583e-14	1.250161e-10	2.148413e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.425170097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245599e-10	2.058659e-14	1.245393e-10	-2.092628e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.522826347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249954e-10	-2.054612e-14	1.250159e-10	2.086242e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.620482597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245600e-10	2.050494e-14	1.245394e-10	-2.071910e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.718138847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249953e-10	-2.046635e-14	1.250158e-10	2.086251e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.815795097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245600e-10	2.042896e-14	1.245396e-10	-2.030466e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
3.913451347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249952e-10	-2.038946e-14	1.250156e-10	2.106983e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.011107597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245601e-10	2.035294e-14	1.245398e-10	-2.071920e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.108763847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249951e-10	-2.031855e-14	1.250154e-10	2.086263e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.206420097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245602e-10	2.028148e-14	1.245399e-10	-1.989028e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.304076347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249950e-10	-2.024274e-14	1.250153e-10	2.127716e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.401732597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245603e-10	2.020502e-14	1.245401e-10	-2.030481e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.499388847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249949e-10	-2.016760e-14	1.250151e-10	2.024099e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.597045097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245604e-10	2.012946e-14	1.245403e-10	-1.947591e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.694701347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249949e-10	-2.008954e-14	1.250149e-10	1.982656e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.792357597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245605e-10	2.005137e-14	1.245404e-10	-1.989043e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.890013847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249948e-10	-2.001407e-14	1.250148e-10	2.024114e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
4.987670097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245606e-10	1.997690e-14	1.245406e-10	-1.926881e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.085326347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249947e-10	-1.994257e-14	1.250146e-10	2.065567e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.182982597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245607e-10	1.990702e-14	1.245408e-10	-2.051229e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.280638847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249946e-10	-1.987121e-14	1.250145e-10	1.982674e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.378295097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245608e-10	1.983582e-14	1.245409e-10	-1.926888e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.475951347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249945e-10	-1.980041e-14	1.250143e-10	2.044850e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.573607597034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245609e-10	1.976487e-14	1.245411e-10	-1.968343e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.671263847034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249944e-10	-1.972907e-14	1.250141e-10	1.961960e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.768920097034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.245610e-10	1.969407e-14	1.245413e-10	-1.906180e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
5.866576347034425e-02	5.000000e+00	4.929305e+00	4.999811e+00	4.999811e+00	4.415715e+00	-4.999811e-06	4.999811e-06	2.366052e-05	5.842851e-04	6.021703e-04	-1.736576e-03	-1.249943e-10	-1.965779e-14	1.250140e-10	2.003414e-14	-1.788520e-05	1.866084e-05	-1.129406e-03	1.128630e-03
