time	V(gpio)	I(R4)	I(V2)	Ix(U2:GATE)	Ix(U2:IN)	Ix(U2:OUT)	Ix(U2:SOURCE)
0.000000000000000e+00	0.000000e+00	9.501805e-01	-1.901311e+03	-1.163691e-12	1.233577e-05	9.501805e+02	-6.893775e-08
9.765625114122045e-11	4.882813e-01	4.132603e+00	-5.423185e+01	4.794999e-02	1.233577e-05	4.231786e-02	3.996291e-02
9.847730148544790e-11	4.923865e-01	4.149869e+00	-4.715145e+01	3.837813e-02	1.233577e-05	2.102849e-02	3.229962e-02
1.001194021739028e-10	5.005970e-01	4.180131e+00	-3.663596e+01	2.714447e-02	1.233577e-05	1.669421e-02	2.864015e-02
1.034036035508126e-10	5.170180e-01	4.226990e+00	-2.453544e+01	1.735974e-02	1.233577e-05	1.149233e-02	2.409071e-02
1.087197305454578e-10	5.435987e-01	4.278044e+00	-1.530428e+01	1.008566e-02	1.233577e-05	6.720499e-03	1.937367e-02
1.126570013848180e-10	5.632850e-01	4.302384e+00	-1.209124e+01	7.204080e-03	1.233577e-05	4.721224e-03	1.696954e-02
1.163828594498750e-10	5.819143e-01	4.318512e+00	-1.009720e+01	5.309765e-03	1.233577e-05	3.425588e-03	1.511463e-02
1.201147015979422e-10	6.005735e-01	4.330072e+00	-8.587669e+00	3.897897e-03	1.233577e-05	2.481025e-03	1.352067e-02
1.245311308803587e-10	6.226556e-01	4.339698e+00	-7.254062e+00	2.680682e-03	1.233577e-05	1.681380e-03	1.190659e-02
1.285462887519451e-10	6.427314e-01	4.345726e+00	-6.392697e+00	1.903947e-03	1.233590e-05	1.177918e-03	1.065815e-02
1.330917666125067e-10	6.654589e-01	4.350427e+00	-5.718164e+00	1.295602e-03	1.233572e-05	7.861413e-04	9.449992e-03
1.374171172225228e-10	6.870856e-01	4.353452e+00	-5.287990e+00	9.055146e-04	1.233577e-05	5.360309e-04	8.465733e-03
1.422344482721858e-10	7.111722e-01	4.355721e+00	-4.969786e+00	6.146268e-04	1.233577e-05	3.504224e-04	7.521416e-03
1.470601862852316e-10	7.353010e-01	4.357217e+00	-4.763235e+00	4.238371e-04	1.233577e-05	2.296904e-04	6.705903e-03
1.524704168425214e-10	7.623521e-01	4.358306e+00	-4.616056e+00	2.860117e-04	1.233577e-05	1.436396e-04	5.917153e-03
1.581821742057276e-10	7.909109e-01	4.359029e+00	-4.521370e+00	1.955047e-04	1.233577e-05	8.834907e-05	5.202042e-03
1.647604595107024e-10	8.238023e-01	4.359540e+00	-4.458135e+00	1.330545e-04	1.233577e-05	5.151516e-05	4.499676e-03
1.721221863856761e-10	8.606109e-01	4.359881e+00	-4.420376e+00	9.357017e-05	1.233577e-05	2.961249e-05	3.838065e-03
1.809890157815178e-10	9.049451e-01	4.360124e+00	-4.398706e+00	6.834876e-05	1.233577e-05	1.714023e-05	3.179769e-03
1.916310976605003e-10	9.581555e-01	4.360305e+00	-4.388513e+00	5.346091e-05	1.233577e-05	1.138095e-05	2.545706e-03
2.053848164435765e-10	1.026924e+00	4.360473e+00	-4.384938e+00	4.438326e-05	1.233577e-05	9.486518e-06	1.915709e-03
2.237111973077264e-10	1.118556e+00	4.360666e+00	-4.384778e+00	3.846395e-05	1.233577e-05	9.561786e-06	1.312969e-03
2.509074089574077e-10	1.254537e+00	4.360947e+00	-4.385673e+00	3.360192e-05	1.233577e-05	1.020142e-05	7.406423e-04
2.966947847946287e-10	1.483474e+00	4.361430e+00	-4.386497e+00	2.918672e-05	1.233578e-05	1.067730e-05	2.471157e-04
3.882695364690707e-10	1.941348e+00	4.362416e+00	-4.387432e+00	2.619668e-05	1.233577e-05	1.091941e-05	-6.264713e-05
5.051325756791290e-10	2.525663e+00	4.363702e+00	-4.388770e+00	2.621236e-05	1.233576e-05	1.113653e-05	-7.555188e-05
6.558875319328543e-10	3.279438e+00	4.365408e+00	-4.390738e+00	2.712043e-05	1.233576e-05	1.149797e-05	-1.919045e-05
7.396843866770403e-10	3.698422e+00	4.366382e+00	-4.391901e+00	2.757473e-05	1.233576e-05	1.172740e-05	3.041861e-06
8.060236479556329e-10	4.030118e+00	4.367167e+00	-4.392846e+00	2.785580e-05	1.233575e-05	1.191928e-05	1.154230e-05
8.716300296054460e-10	4.358150e+00	4.367955e+00	-4.393806e+00	2.809391e-05	1.233575e-05	1.211802e-05	1.476471e-05
9.889961277434127e-10	4.944981e+00	4.369400e+00	-4.395596e+00	2.851363e-05	1.233575e-05	1.249823e-05	1.625291e-05
1.000000000000000e-09	5.000000e+00	4.369538e+00	-4.395774e+00	2.855881e-05	1.233575e-05	1.253964e-05	1.618141e-05
1.098698970395205e-09	5.000000e+00	4.370793e+00	-4.397378e+00	2.895078e-05	1.233575e-05	1.289439e-05	1.600807e-05
1.201283569275105e-09	5.000000e+00	4.372137e+00	-4.399138e+00	2.941157e-05	1.233575e-05	1.329567e-05	1.632789e-05
1.400682525673823e-09	5.000000e+00	4.374879e+00	-4.402872e+00	3.047549e-05	1.233574e-05	1.418524e-05	1.735811e-05
1.610336262448546e-09	5.000000e+00	4.377981e+00	-4.407364e+00	3.191304e-05	1.233574e-05	1.533570e-05	1.876434e-05
1.945246392051522e-09	5.000000e+00	4.383554e+00	-4.416128e+00	3.509354e-05	1.233573e-05	1.777701e-05	2.182065e-05
2.160296213756173e-09	5.000000e+00	4.387676e+00	-4.423585e+00	3.830666e-05	1.233573e-05	2.015769e-05	2.484465e-05
2.447678917311951e-09	5.000000e+00	4.394194e+00	-4.436691e+00	4.453651e-05	1.233572e-05	2.468564e-05	3.073717e-05
2.709000514230422e-09	5.000000e+00	4.401736e+00	-4.454839e+00	5.448552e-05	1.233572e-05	3.180596e-05	4.003687e-05
2.868259963173677e-09	5.000000e+00	4.407628e+00	-4.473150e+00	6.613193e-05	1.233571e-05	4.007814e-05	5.064455e-05
3.031647680047463e-09	5.000000e+00	4.415536e+00	-4.502312e+00	8.606572e-05	1.233571e-05	5.417989e-05	6.883508e-05
3.186572084330644e-09	5.000000e+00	4.426567e+00	-4.555757e+00	1.258824e-04	1.233571e-05	8.231439e-05	1.044316e-04
3.253458224632463e-09	5.000000e+00	4.433607e+00	-4.612485e+00	1.726643e-04	1.233571e-05	1.155318e-04	1.431151e-04
3.297408155581126e-09	5.000000e+00	4.439801e+00	-4.677765e+00	2.283097e-04	1.233571e-05	1.550731e-04	1.880989e-04
3.337044050339351e-09	5.000000e+00	4.447393e+00	-4.775690e+00	3.134014e-04	1.233570e-05	2.155830e-04	2.560319e-04
3.390973985043651e-09	5.000000e+00	4.465435e+00	-5.093074e+00	5.957350e-04	1.233570e-05	4.169312e-04	4.750463e-04
3.409098059266820e-09	5.000000e+00	4.477569e+00	-5.584033e+00	1.054714e-03	1.233570e-05	7.537586e-04	7.833789e-04
3.419118693201227e-09	5.000000e+00	4.489058e+00	-6.366577e+00	1.804373e-03	1.233570e-05	1.317435e-03	1.257365e-03
3.424446015127025e-09	5.000000e+00	4.499027e+00	-7.413121e+00	2.835154e-03	1.233570e-05	2.123654e-03	1.889007e-03
3.427957270810584e-09	5.000000e+00	4.509398e+00	-8.948585e+00	4.385570e-03	1.233570e-05	3.384805e-03	2.828693e-03
3.430444772901839e-09	5.000000e+00	4.521250e+00	-1.134627e+01	6.877274e-03	1.233591e-05	5.517555e-03	4.348995e-03
3.432427947376782e-09	5.000000e+00	4.537374e+00	-1.563300e+01	1.145455e-02	1.233564e-05	9.631363e-03	7.183158e-03
3.434372572655671e-09	5.000000e+00	4.565432e+00	-2.408310e+01	2.045319e-02	1.233570e-05	1.755148e-02	1.263946e-02
3.436526946144349e-09	5.000000e+00	4.608243e+00	-3.332519e+01	2.909309e-02	1.233570e-05	2.273242e-02	1.689898e-02
3.438182115290711e-09	5.000000e+00	4.642599e+00	-3.592900e+01	3.011940e-02	1.233601e-05	2.114210e-02	1.672643e-02
3.440351036968728e-09	5.000000e+00	4.685616e+00	-3.549027e+01	2.835814e-02	1.233558e-05	1.931461e-02	1.619098e-02
3.442645128457327e-09	5.000000e+00	4.727112e+00	-3.291286e+01	2.544635e-02	1.233570e-05	1.719674e-02	1.524869e-02
3.446281801469814e-09	5.000000e+00	4.783556e+00	-2.795195e+01	2.075299e-02	1.233570e-05	1.394671e-02	1.354846e-02
3.450649175934381e-09	5.000000e+00	4.837176e+00	-2.241393e+01	1.572321e-02	1.233570e-05	1.052175e-02	1.155836e-02
3.455311114375983e-09	5.000000e+00	4.879992e+00	-1.760263e+01	1.138027e-02	1.233570e-05	7.598034e-03	9.704834e-03
3.459690903812497e-09	5.000000e+00	4.909391e+00	-1.416106e+01	8.281693e-03	1.233570e-05	5.520298e-03	8.266164e-03
3.464056960424076e-09	5.000000e+00	4.930764e+00	-1.161988e+01	5.997702e-03	1.233570e-05	3.990704e-03	7.099773e-03
3.468251021022104e-09	5.000000e+00	4.945713e+00	-9.831029e+00	4.390253e-03	1.233570e-05	2.913463e-03	6.184841e-03
3.472524656392806e-09	5.000000e+00	4.956815e+00	-8.498342e+00	3.192129e-03	1.233570e-05	2.110545e-03	5.416423e-03
3.476816512296904e-09	5.000000e+00	4.964895e+00	-7.525893e+00	2.317312e-03	1.233570e-05	1.524579e-03	4.775525e-03
3.481295740007894e-09	5.000000e+00	4.970960e+00	-6.794429e+00	1.658817e-03	1.233570e-05	1.083984e-03	4.216224e-03
3.485929398159902e-09	5.000000e+00	4.975410e+00	-6.256753e+00	1.174283e-03	1.233582e-05	7.602691e-04	3.730220e-03
3.490852988765555e-09	5.000000e+00	4.978707e+00	-5.857775e+00	8.141709e-04	1.233577e-05	5.201699e-04	3.294781e-03
3.496081838921625e-09	5.000000e+00	4.981093e+00	-5.568873e+00	5.527798e-04	1.233577e-05	3.463808e-04	2.904118e-03
3.501777914127485e-09	5.000000e+00	4.982812e+00	-5.360646e+00	3.636905e-04	1.233576e-05	2.211708e-04	2.544503e-03
3.508042075467751e-09	5.000000e+00	4.984012e+00	-5.215247e+00	2.309074e-04	1.233575e-05	1.337828e-04	2.211211e-03
3.515127191476537e-09	5.000000e+00	4.984827e+00	-5.116429e+00	1.398399e-04	1.233567e-05	7.443475e-05	1.895469e-03
3.523290017060340e-09	5.000000e+00	4.985348e+00	-5.053172e+00	8.061968e-05	1.233570e-05	3.649100e-05	1.594223e-03
3.533008072516327e-09	5.000000e+00	4.985656e+00	-5.015818e+00	4.458083e-05	1.233570e-05	1.413861e-05	1.302607e-03
3.544920267114957e-09	5.000000e+00	4.985812e+00	-4.996855e+00	2.501645e-05	1.233570e-05	2.855568e-06	1.020223e-03
3.560192366266410e-09	5.000000e+00	4.985870e+00	-4.989668e+00	1.602211e-05	1.233574e-05	-1.340727e-06	7.468874e-04
3.580832758301663e-09	5.000000e+00	4.985877e+00	-4.988838e+00	1.281382e-05	1.233571e-05	-1.713877e-06	4.877635e-04
3.611180078660298e-09	5.000000e+00	4.985866e+00	-4.990196e+00	1.177137e-05	1.233571e-05	-7.731297e-07	2.524398e-04
3.653913799561578e-09	5.000000e+00	4.985858e+00	-4.991200e+00	1.105931e-05	1.233570e-05	-6.519486e-08	8.477081e-05
3.699132151661865e-09	5.000000e+00	4.985858e+00	-4.991352e+00	1.052524e-05	1.233570e-05	8.923843e-08	1.424123e-05
3.751584820038092e-09	5.000000e+00	4.985861e+00	-4.991245e+00	1.021039e-05	1.233569e-05	7.344488e-08	-1.023753e-05
3.809247218250202e-09	5.000000e+00	4.985864e+00	-4.991132e+00	1.010371e-05	1.233569e-05	4.824909e-08	-1.297791e-05
3.880596591444558e-09	5.000000e+00	4.985867e+00	-4.991036e+00	1.007818e-05	1.233569e-05	3.989766e-08	-9.443611e-06
3.969696675488288e-09	5.000000e+00	4.985870e+00	-4.990935e+00	1.005308e-05	1.233569e-05	3.926292e-08	-5.906894e-06
4.095518774889613e-09	5.000000e+00	4.985875e+00	-4.990794e+00	9.987400e-06	1.233569e-05	3.890683e-08	-4.146969e-06
4.282902746485280e-09	5.000000e+00	4.985882e+00	-4.990590e+00	9.868107e-06	1.233568e-05	3.739309e-08	-3.959823e-06
4.588664030170012e-09	5.000000e+00	4.985893e+00	-4.990277e+00	9.678650e-06	1.233568e-05	3.477492e-08	-4.342237e-06
4.993548312187763e-09	5.000000e+00	4.985907e+00	-4.989899e+00	9.452299e-06	1.233567e-05	3.160869e-08	-4.655338e-06
5.460226377990327e-09	5.000000e+00	4.985921e+00	-4.989511e+00	9.221574e-06	1.233566e-05	2.832780e-08	-4.872282e-06
6.065754491126972e-09	5.000000e+00	4.985937e+00	-4.989075e+00	8.962448e-06	1.233564e-05	2.457196e-08	-5.102655e-06
6.723224950026604e-09	5.000000e+00	4.985952e+00	-4.988674e+00	8.725172e-06	1.233563e-05	2.105297e-08	-5.317068e-06
7.467820200158754e-09	5.000000e+00	4.985967e+00	-4.988297e+00	8.502678e-06	1.233561e-05	1.767001e-08	-5.519361e-06
8.582445555579101e-09	5.000000e+00	4.985984e+00	-4.987854e+00	8.241523e-06	1.233558e-05	1.357244e-08	-5.756865e-06
9.795236713856343e-09	5.000000e+00	4.985999e+00	-4.987498e+00	8.033123e-06	1.233555e-05	1.016352e-08	-5.946470e-06
1.120598588186602e-08	5.000000e+00	4.986012e+00	-4.987205e+00	7.862469e-06	1.233552e-05	7.238159e-09	-6.101772e-06
1.268120198344998e-08	5.000000e+00	4.986021e+00	-4.986998e+00	7.742118e-06	1.233549e-05	5.059532e-09	-6.211314e-06
1.436377448329747e-08	5.000000e+00	4.986028e+00	-4.986844e+00	7.653006e-06	1.233545e-05	3.345571e-09	-6.292411e-06
1.619189937145685e-08	5.000000e+00	4.986033e+00	-4.986740e+00	7.593559e-06	1.233541e-05	2.118391e-09	-6.346466e-06
1.830618773256467e-08	5.000000e+00	4.986037e+00	-4.986670e+00	7.553947e-06	1.233536e-05	1.229805e-09	-6.382436e-06
2.078573808302996e-08	5.000000e+00	4.986040e+00	-4.986627e+00	7.529738e-06	1.233530e-05	6.287171e-10	-6.404341e-06
2.382956491714699e-08	5.000000e+00	4.986042e+00	-4.986603e+00	7.516414e-06	1.233524e-05	2.501831e-10	-6.416274e-06
2.746745474508198e-08	5.000000e+00	4.986042e+00	-4.986593e+00	7.510862e-06	1.233515e-05	5.620740e-11	-6.421061e-06
3.095870339892112e-08	5.000000e+00	4.986043e+00	-4.986590e+00	7.509758e-06	1.233508e-05	-5.894538e-12	-6.421783e-06
3.483050729978757e-08	5.000000e+00	4.986043e+00	-4.986590e+00	7.509851e-06	1.233499e-05	-2.155538e-11	-6.421363e-06
3.871130211399621e-08	5.000000e+00	4.986043e+00	-4.986591e+00	7.510101e-06	1.233491e-05	-1.971850e-11	-6.420779e-06
4.313233883486251e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.510198e-06	1.233481e-05	-1.455211e-11	-6.420265e-06
4.790949233772775e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.510098e-06	1.233471e-05	-1.064221e-11	-6.419871e-06
5.358293102714783e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.509840e-06	1.233460e-05	-8.488729e-12	-6.419502e-06
6.012212373555322e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.509467e-06	1.233446e-05	-7.746020e-12	-6.419109e-06
6.822985324430620e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.508967e-06	1.233430e-05	-7.664147e-12	-6.418606e-06
7.818925804536875e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.508320e-06	1.233410e-05	-7.771706e-12	-6.417950e-06
9.118203276401883e-08	5.000000e+00	4.986043e+00	-4.986592e+00	7.507428e-06	1.233385e-05	-7.852950e-12	-6.417038e-06
1.078967586477141e-07	5.000000e+00	4.986043e+00	-4.986592e+00	7.506206e-06	1.233354e-05	-7.875450e-12	-6.415790e-06
1.291953279146730e-07	5.000000e+00	4.986043e+00	-4.986592e+00	7.504550e-06	1.233317e-05	-7.873445e-12	-6.414104e-06
1.536613123245835e-07	5.000000e+00	4.986043e+00	-4.986592e+00	7.502537e-06	1.233276e-05	-7.870319e-12	-6.412068e-06
1.796654517058039e-07	5.000000e+00	4.986043e+00	-4.986592e+00	7.500298e-06	1.233235e-05	-7.869684e-12	-6.409817e-06
2.066688199318283e-07	5.000000e+00	4.986043e+00	-4.986592e+00	7.497893e-06	1.233196e-05	-7.869808e-12	-6.407404e-06
2.351271216882566e-07	5.000000e+00	4.986043e+00	-4.986591e+00	7.495292e-06	1.233157e-05	-7.869950e-12	-6.404799e-06
2.659762334334962e-07	5.000000e+00	4.986043e+00	-4.986591e+00	7.492419e-06	1.233118e-05	-7.870020e-12	-6.401920e-06
3.005526599024513e-07	5.000000e+00	4.986043e+00	-4.986591e+00	7.489151e-06	1.233078e-05	-7.870061e-12	-6.398649e-06
3.405164844897003e-07	5.000000e+00	4.986043e+00	-4.986591e+00	7.485332e-06	1.233035e-05	-7.870106e-12	-6.394829e-06
3.881999073844122e-07	5.000000e+00	4.986043e+00	-4.986591e+00	7.480740e-06	1.232990e-05	-7.870134e-12	-6.390236e-06
4.470836896917177e-07	5.000000e+00	4.986043e+00	-4.986591e+00	7.475039e-06	1.232940e-05	-7.870170e-12	-6.384535e-06
6.273326926589271e-07	5.000000e+00	4.986042e+00	-4.986591e+00	7.457520e-06	1.232827e-05	-7.870634e-12	-6.367024e-06
7.843625810950981e-07	5.000000e+00	4.986042e+00	-4.986592e+00	7.442262e-06	1.232762e-05	-7.903741e-12	-6.351773e-06
1.064009008275111e-06	5.000000e+00	4.986042e+00	-4.986594e+00	7.415159e-06	1.232692e-05	-9.138040e-12	-6.324685e-06
1.233609362976225e-06	5.000000e+00	4.986042e+00	-4.986587e+00	7.398765e-06	1.232669e-05	-1.310965e-11	-6.308310e-06
1.436015591622491e-06	5.000000e+00	4.986040e+00	-4.986580e+00	7.379243e-06	1.232653e-05	-2.141894e-11	-6.288819e-06
1.538120186301606e-06	5.000000e+00	4.986038e+00	-4.986577e+00	7.369412e-06	1.232648e-05	-2.685068e-11	-6.279008e-06
1.635912963740309e-06	5.000000e+00	4.986036e+00	-4.986573e+00	7.360007e-06	1.232644e-05	-3.271963e-11	-6.269624e-06
1.681828524389444e-06	5.000000e+00	4.986034e+00	-4.986571e+00	7.355595e-06	1.232643e-05	-3.571073e-11	-6.265223e-06
1.711808147417794e-06	5.000000e+00	4.986034e+00	-4.986591e+00	7.352716e-06	1.232642e-05	-3.778312e-11	-6.262350e-06
1.750184078558328e-06	5.000000e+00	4.986032e+00	-4.986594e+00	7.349037e-06	1.232641e-05	-3.629336e-11	-6.258669e-06
1.788002274308300e-06	5.000000e+00	4.986032e+00	-4.986590e+00	7.345411e-06	1.232641e-05	-3.654877e-11	-6.255046e-06
2.076332128584523e-06	5.000000e+00	4.986023e+00	-4.986584e+00	7.317829e-06	1.232637e-05	-3.730551e-11	-6.227480e-06
2.385034561369713e-06	5.000000e+00	4.986014e+00	-4.986575e+00	7.288416e-06	1.232634e-05	-3.764957e-11	-6.198083e-06
2.789574051035574e-06	5.000000e+00	4.986002e+00	-4.986564e+00	7.250053e-06	1.232633e-05	-3.799766e-11	-6.159741e-06
3.503524658781691e-06	5.000000e+00	4.985980e+00	-4.986542e+00	7.182849e-06	1.232633e-05	-3.851081e-11	-6.092574e-06
5.045929723592983e-06	5.000000e+00	4.985932e+00	-4.986494e+00	7.039819e-06	1.232633e-05	-3.951040e-11	-5.949624e-06
5.046929723592983e-06	5.000000e+00	4.985932e+00	-4.986494e+00	7.039725e-06	1.232633e-05	-4.130874e-11	-5.949535e-06
5.053067102466909e-06	5.000000e+00	4.985932e+00	-4.986488e+00	7.039164e-06	1.232633e-05	-3.946337e-11	-5.948969e-06
5.056359988255201e-06	5.000000e+00	4.985932e+00	-4.986485e+00	7.038862e-06	1.232633e-05	-3.950257e-11	-5.948667e-06
5.059652874043493e-06	5.000000e+00	4.985931e+00	-4.986482e+00	7.038559e-06	1.232633e-05	-3.953195e-11	-5.948365e-06
5.062945759831785e-06	5.000000e+00	4.985931e+00	-4.986480e+00	7.038257e-06	1.232633e-05	-3.955151e-11	-5.948064e-06
5.066238645620077e-06	5.000000e+00	4.985931e+00	-4.986477e+00	7.037955e-06	1.232633e-05	-3.956125e-11	-5.947762e-06
5.069531531408369e-06	5.000000e+00	4.985931e+00	-4.986475e+00	7.037653e-06	1.232633e-05	-3.956117e-11	-5.947460e-06
5.072824417196662e-06	5.000000e+00	4.985931e+00	-4.986473e+00	7.037351e-06	1.232633e-05	-3.955128e-11	-5.947158e-06
5.076117302984954e-06	5.000000e+00	4.985931e+00	-4.986471e+00	7.037049e-06	1.232633e-05	-3.953157e-11	-5.946856e-06
5.090768556509091e-06	5.000000e+00	4.985930e+00	-4.986465e+00	7.035705e-06	1.232633e-05	-3.954084e-11	-5.945512e-06
5.107894178276263e-06	5.000000e+00	4.985930e+00	-4.986460e+00	7.034134e-06	1.232633e-05	-3.955167e-11	-5.943943e-06
5.125879296871945e-06	5.000000e+00	4.985929e+00	-4.986457e+00	7.032485e-06	1.232633e-05	-3.956305e-11	-5.942295e-06
5.149624816596529e-06	5.000000e+00	4.985929e+00	-4.986454e+00	7.030308e-06	1.232633e-05	-3.957808e-11	-5.940119e-06
5.177674661557742e-06	5.000000e+00	4.985928e+00	-4.986452e+00	7.027737e-06	1.232633e-05	-3.959584e-11	-5.937550e-06
5.217716710261061e-06	5.000000e+00	4.985927e+00	-4.986450e+00	7.024070e-06	1.232633e-05	-3.962120e-11	-5.933884e-06
5.263848805989420e-06	5.000000e+00	4.985925e+00	-4.986448e+00	7.019847e-06	1.232633e-05	-3.965043e-11	-5.929664e-06
5.341275289919329e-06	5.000000e+00	4.985922e+00	-4.986445e+00	7.012764e-06	1.232633e-05	-3.969949e-11	-5.922586e-06
5.424102728629922e-06	5.000000e+00	4.985920e+00	-4.986442e+00	7.005196e-06	1.232633e-05	-3.975202e-11	-5.915022e-06
5.576426043426559e-06	5.000000e+00	4.985915e+00	-4.986437e+00	6.991300e-06	1.232633e-05	-3.984866e-11	-5.901134e-06
5.739121510432322e-06	5.000000e+00	4.985910e+00	-4.986432e+00	6.976488e-06	1.232633e-05	-3.995204e-11	-5.886331e-06
6.027470039584391e-06	5.000000e+00	4.985900e+00	-4.986423e+00	6.950316e-06	1.232633e-05	-4.013573e-11	-5.860174e-06
6.408451388832417e-06	5.000000e+00	4.985888e+00	-4.986410e+00	6.915889e-06	1.232634e-05	-4.037946e-11	-5.825767e-06
7.983979413451584e-06	5.000000e+00	4.985836e+00	-4.986358e+00	6.775351e-06	1.232634e-05	-4.140419e-11	-5.685316e-06
9.855770242492874e-06	5.000000e+00	4.985772e+00	-4.986294e+00	6.612348e-06	1.232634e-05	-4.266089e-11	-5.522418e-06
1.172756107153416e-05	5.000000e+00	4.985705e+00	-4.986227e+00	6.453109e-06	1.232634e-05	-4.398514e-11	-5.363286e-06
1.359935190057545e-05	5.000000e+00	4.985636e+00	-4.986158e+00	6.297633e-06	1.232635e-05	-4.537693e-11	-5.207921e-06
1.547114272961674e-05	5.000000e+00	4.985564e+00	-4.986086e+00	6.145920e-06	1.232635e-05	-4.683626e-11	-5.056322e-06
1.734293355865804e-05	5.000000e+00	4.985489e+00	-4.986011e+00	5.997971e-06	1.232635e-05	-4.836314e-11	-4.908489e-06
1.921472438769932e-05	5.000000e+00	4.985411e+00	-4.985933e+00	5.853785e-06	1.232636e-05	-4.995756e-11	-4.764422e-06
2.108651521674061e-05	5.000000e+00	4.985331e+00	-4.985853e+00	5.713362e-06	1.232636e-05	-5.161953e-11	-4.624122e-06
3.158666343872603e-05	5.000000e+00	4.984809e+00	-4.985331e+00	4.984013e-06	1.232638e-05	-6.277892e-11	-3.895514e-06
4.381223562301935e-05	5.000000e+00	4.984009e+00	-4.984530e+00	4.251610e-06	1.232640e-05	-8.174542e-11	-3.164114e-06
5.313654778024860e-05	5.000000e+00	4.983196e+00	-4.983717e+00	3.768084e-06	1.232641e-05	-1.042677e-10	-2.681481e-06
6.405552619623927e-05	5.000000e+00	4.981901e+00	-4.982421e+00	3.272841e-06	1.232642e-05	-1.434472e-10	-2.187478e-06
8.053793100931378e-05	5.000000e+00	4.978624e+00	-4.979144e+00	2.645346e-06	1.232645e-05	-2.548189e-10	-1.562536e-06
9.182445495374135e-05	5.000000e+00	4.974347e+00	-4.974865e+00	2.286344e-06	1.232647e-05	-4.599630e-10	-1.206418e-06
9.964611622562488e-05	5.000000e+00	4.968980e+00	-4.969496e+00	2.064569e-06	1.232649e-05	-8.198314e-10	-9.881402e-07
1.051336734627025e-04	5.000000e+00	4.962487e+00	-4.963001e+00	1.918044e-06	1.232650e-05	-1.395881e-09	-8.459774e-07
1.092929688906481e-04	5.000000e+00	4.954289e+00	-4.954800e+00	1.808304e-06	1.232652e-05	-2.318673e-09	-7.421048e-07
1.125541511779590e-04	5.000000e+00	4.943748e+00	-4.944255e+00	1.718974e-06	1.232655e-05	-3.794303e-09	-6.609866e-07
1.151343426985210e-04	5.000000e+00	4.930261e+00	-4.930762e+00	1.641274e-06	1.232658e-05	-6.116654e-09	-5.949032e-07
1.171279885337100e-04	5.000000e+00	4.913727e+00	-4.914221e+00	1.570912e-06	1.232662e-05	-9.637728e-09	-5.405954e-07
1.185685759564021e-04	5.000000e+00	4.895278e+00	-4.895764e+00	1.507273e-06	1.232665e-05	-1.470691e-08	-4.980203e-07
1.194722740627506e-04	5.000000e+00	4.878134e+00	-4.878609e+00	1.454113e-06	1.232669e-05	-2.135671e-08	-4.698450e-07
1.199140575903818e-04	5.000000e+00	4.866670e+00	-4.867135e+00	1.418226e-06	1.232671e-05	-2.824895e-08	-4.575078e-07
1.203347621697241e-04	5.000000e+00	4.851865e+00	-4.852313e+00	1.371039e-06	1.232674e-05	-3.970586e-08	-4.478894e-07
1.205547968089325e-04	5.000000e+00	4.840911e+00	-4.841336e+00	1.328397e-06	1.232675e-05	-5.480167e-08	-4.515765e-07
1.207191978676544e-04	5.000000e+00	4.828972e+00	-4.829353e+00	1.267448e-06	1.232677e-05	-8.240907e-08	-4.723534e-07
1.208461718314386e-04	5.000000e+00	4.810210e+00	-4.810445e+00	1.096513e-06	1.232679e-05	-1.804850e-07	-5.830197e-07
1.209989287435186e-04	5.000000e+00	4.772874e+00	-4.772929e+00	8.685578e-07	1.232683e-05	-2.972113e-07	-6.963583e-07
1.211126668102512e-04	5.000000e+00	4.744519e+00	-4.744644e+00	8.854803e-07	1.232686e-05	-2.513911e-07	-5.961616e-07
1.212468247021353e-04	5.000000e+00	4.711238e+00	-4.711369e+00	8.349318e-07	1.232691e-05	-2.474181e-07	-5.473202e-07
1.215151404859037e-04	5.000000e+00	4.644694e+00	-4.644824e+00	7.215440e-07	1.232703e-05	-2.479726e-07	-4.614138e-07
1.219358391604140e-04	5.000000e+00	4.540216e+00	-4.540344e+00	5.432701e-07	1.232725e-05	-2.485573e-07	-3.257275e-07
1.224166021505400e-04	5.000000e+00	4.420563e+00	-4.420690e+00	3.382134e-07	1.232751e-05	-2.491781e-07	-1.696788e-07
1.235012558220235e-04	5.000000e+00	4.149218e+00	-4.149340e+00	-1.312965e-07	1.232812e-05	-2.512039e-07	1.855036e-07
1.246504127914253e-04	5.000000e+00	3.858633e+00	-3.858751e+00	-6.406150e-07	1.232878e-05	-2.543553e-07	5.674755e-07
1.269487267302290e-04	5.000000e+00	3.260757e+00	-3.260904e+00	-1.708458e-06	1.233015e-05	-2.649587e-07	1.357966e-06
1.299331256980979e-04	5.000000e+00	2.423772e+00	-2.423821e+00	-3.242878e-06	1.233208e-05	-2.919464e-07	2.532124e-06
1.321867048348355e-04	5.000000e+00	1.732431e+00	-1.732435e+00	-4.520617e-06	1.233370e-05	-3.181157e-07	3.573261e-06
